Sample Name	Protocol REF	Extract Name	Protocol REF	Raw Data File R1	Protocol REF	Single-cell Sequencing Raw Data File	Protocol REF	Pseudobulk File	Protocol REF	Feature Annotation File
INCOV133-BL	Extraction	extract_INCOV133-BL	Single cell sequencing	scs_rawdata_extract_INCOV133-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV133-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV134-BL	Extraction	extract_INCOV134-BL	Single cell sequencing	scs_rawdata_extract_INCOV134-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV134-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV135-BL	Extraction	extract_INCOV135-BL	Single cell sequencing	scs_rawdata_extract_INCOV135-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV135-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV136-BL	Extraction	extract_INCOV136-BL	Single cell sequencing	scs_rawdata_extract_INCOV136-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV136-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV137-BL	Extraction	extract_INCOV137-BL	Single cell sequencing	scs_rawdata_extract_INCOV137-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV137-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV141-BL	Extraction	extract_INCOV141-BL	Single cell sequencing	scs_rawdata_extract_INCOV141-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV141-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV142-BL	Extraction	extract_INCOV142-BL	Single cell sequencing	scs_rawdata_extract_INCOV142-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV142-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV144-BL	Extraction	extract_INCOV144-BL	Single cell sequencing	scs_rawdata_extract_INCOV144-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV144-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV145-BL	Extraction	extract_INCOV145-BL	Single cell sequencing	scs_rawdata_extract_INCOV145-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV145-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
INCOV147-BL	Extraction	extract_INCOV147-BL	Single cell sequencing	scs_rawdata_extract_INCOV147-BL_R1.tsv	Single cell RNA-seq data qc	scs_qc_extract_INCOV147-BL.tsv	Pseudo-bulk aggregation	../../data/Su_2020_FAIR\transcriptomics\ transcriptomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\transcriptomics\transcriptomics_Su_2020_feature-metadata.csv
